conversation_id,question,ground_truth,url
d0e1f2a3-b4c5-4d6e-7f8a-9b0c1d2e3f4a,2025년 9월 이후에 열리는 공모전들 정보 알려줘,"2025년 9월 이후에는 직무혁신 성과 팀 공모전, 2025 사회적경제 공학아이디어 경진대회, 제2공학관·언무관 건물 명칭 공모전 등 여러 공모전이 예정되어 있어요. 각 공모전마다 접수 기간과 심사 일정이 다르니, 관심 있는 공모전의 상세 일정은 공지를 참고해 주세요.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29507&identified=success&
e1f2a3b4-c5d6-4e7f-8a9b-0c1d2e3f4a5b,"2025 서울 빅데이터 포럼을 신청했어. 프로그램 1, 2일차 일정을 알려줘.","2025 서울 빅데이터 포럼은 이틀 동안 오전부터 오후까지 세션 1~6과 경품추첨식으로 구성된 종일 프로그램으로 운영돼요. 1일차·2일차 모두 개막(또는 요약) 인사 후 세션이 이어지고, 중간에 점심 및 휴식 시간이 포함되어 있으니, 자세한 시간표는 공지에 나온 일정표를 참고해 주세요.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29683
e1f2a3b4-c5d6-4e7f-8a9b-0c1d2e3f4a5b,행사 주소랑 근처 대중교통 알려줘.,"행사 장소는 서울 강남구 영동대로 315(삼성동 159)에 위치한 코엑스입니다. 인근 버스정류장 ‘무역센터(코엑스 동문 앞, 정류장 번호 23198)’를 지나는 여러 노선을 이용할 수 있고, 지하철은 봉은사역 7번 출구 도보 약 5분, 삼성역 6번 출구 도보 약 7분, 청담역 2번 출구 도보 약 5분 거리에 있어요.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29683
a3b4c5d6-e7f8-4a9b-0c1d-2e3f4a5b6c7d,3월 캠퍼스 리쿠르팅에 오는 기업은 어디야?,"3월 1~2주차 캠퍼스 리크루팅에는 삼성디스플레이, 삼성에스원, 기업은행, 삼성화재, 현대건설, 신한은행, 한국항공우주산업 등 주요 기업들이 참여해요. 3~4주차에 참여할 기업 목록은 나중에 별도 공지로 안내될 예정입니다.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=28742&identified=anonymous&
b4c5d6e7-f8a9-4b0c-1d2e-3f4a5b6c7d8e,2025년 1기 PEER 튜터링 프로그램 화학 튜터 신청하려는데 신청서 보여줘.,2025년 1학기 PEER 튜터링 프로그램 중 교양화학 튜터 신청서는 공지에 첨부된 ‘2025-1학기 튜터신청서’ 한글 파일로 올라가 있어요. 첨부파일을 내려받아 작성한 뒤 안내된 방법에 따라 제출하시면 됩니다.,https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=28822
c5d6e7f8-a9b0-4c1d-2e3f-4a5b6c7d8e9f,"이루매 캐릭터 관련 설문조사가 있다고 들었는데 어떤 행사인지 알려주고, 설문 링크 보내줘.","이 설문은 이루매 캐릭터와 굿즈 제작을 위해 학생 의견을 모으는 행사예요. 응답 내용은 향후 캐릭터·굿즈 개발의 기초 자료로 쓰이고, 참여 후 연락처를 남기면 추첨을 통해 서울시립대 굿즈도 받을 수 있습니다. 설문은 2025.09.12.(금)까지 참여 가능하며, 링크는 https://naver.me/xHmmsUYQ 입니다.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29652
d6e7f8a9-b0c1-4d2e-3f4a-5b6c7d8e9f0a,올해 취업 박람회에 참여해 마케팅 관련 직무 멘토링을 듣고 싶은데 일시와 참여 기업 알려줘.,"2025년 취업 박람회 마케팅 관련 직무 멘토링은 2025.09.09.(화) 10:00~17:00에 진행돼요. 기아 마케팅, LG전자 B2B 영업·마케팅, 마켓컬리 데이터 분석·CRM 등 마케팅·데이터 관련 직무 멘토링이 준비되어 있습니다.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=29550&identified=anonymous&
e7f8a9b0-c1d2-4e3f-4a5b-6c7d8e9f0a1b,경영 기준으로 2025년도 2학기에 복수전공을 하려면 신청 요건 마지노선이 몇 학년 몇 학기야? 그리고 4-1재학 중인데 내가 현재 가능한 복수전공/부전공 신청 알려줘.,2025년도 2학기 복수전공 신청은 4-1로 진급 예정인 학생까지만 신청할 수 있어요. 이미 4-1 학기에 재학 중인 경우에는 복수전공과 부전공을 새로 신청하는 것이 불가능하다는 점 참고해 주세요.,https://www.uos.ac.kr/korNotice/view.do?list_id=FA2&seq=9151&identified=anonymous&
f8a9b0c1-d2e3-4f4a-5b6c-7d8e9f0a1b2c,신입생 중 외국인이 학생증 신청하는 방법과 신청기한을 알려줘.,"2025년도 외국인 신입생은 학생서비스센터를 통해 학생증(ID카드)을 발급받게 돼요. 학생증 신규 발급 신청서와 학번 확인·동의서를 작성해서 이메일(studentserv2021@gmail.com)로 보내거나, 센터에 직접 방문해 제출하면 됩니다. 신청 기간은 2025.03.06.(목)~03.28.(금)이며, 하루 발급 수는 선착순으로 제한됩니다.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA1&seq=28693&identified=anonymous&
a9b0c1d2-e3f4-4a5b-6c7d-8e9f0a1b2c3d,2025년 1학기 모듈형 교육과정 포기 신청 기간이 언제야,"2025년 1학기 모듈형 교육과정 포기 신청은 2025.03.27.(목) 09:00부터 04.09.(수) 17:00까지 가능해요. 이 기간을 벗어나면 포기 신청이 되지 않으니, 반드시 기간 내에 신청해야 합니다.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA2&seq=9140&identified=anonymous&
b0c1d2e3-f4a5-4b6c-7d8e-9f0a1b2c3d4e,2025학년도 2학기 국어국문학과에서 증원된 방언과 사회 수강인원 몇 명으로 늘었어?,2025학년도 2학기 국어국문학과 ‘방언과사회(52078-01)’ 분반 수강 정원은 기존 30명에서 32명으로 2명 늘어났어요. 따라서 최대 32명까지 수강 신청이 가능합니다.,https://www.uos.ac.kr/korNotice/view.do?list_id=FA2&seq=9392&identified=anonymous&
c1d2e3f4-a5b6-4c7d-8e9f-0a1b2c3d4e5f,공학소양세미나로 취득할 수 있는 학점은 몇학점이야?,"공학소양세미나는 재학 중 관련 특강을 12회 이상 이수한 뒤, 해당 과목을 수강신청하면 2학점을 인정받을 수 있어요. 먼저 특강 이수 요건을 채운 다음에 과목을 신청해야 학점이 부여됩니다.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA2&seq=9388&identified=anonymous&
d2e3f4a5-b6c7-4d8e-9f0a-1b2c3d4e5f6a,포항공과대 학점교류 신청 시 제출해야 하는 서류에는 뭐가 있어?,"포항공과대학교 학점교류를 신청할 때는 수학신청자 명단(타 대학 제출용 엑셀 파일)과 성적증명서를 준비해야 해요. 여기에 더해 포항공대에서 요구하는 수학 허가 신청원, 지도교수 추천서, 수학계획서 등 개별 서류도 각 1부씩 제출해야 합니다.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA2&seq=9141&identified=anonymous&
e3f4a5b6-c7d8-4e9f-0a1b-2c3d4e5f6a7b,25학번 경영 새내기인데 대학영어(S) 분반 선택 시 나는 어디 분반으로 가야돼..?,경영학부 25학번 중 학번이 001~145번인 새내기는 대학영어(S) 30~34분반을 신청하면 돼요. 학번이 그 이후라면 25~29분반 중에서 선택해서 수강신청해야 합니다.,https://www.uos.ac.kr/korNotice/view.do?list_id=FA2&seq=9053&identified=anonymous&
f4a5b6c7-d8e9-4f0a-1b2c-3d4e5f6a7b8c,토목공학과 2학년인데 미래디자인 세미나 무슨 분반 들어야 돼,토목공학과 2학년은 ‘UOS 미래디자인세미나’ 19분반을 수강해야 해요. 이 분반은 수요일 12교시에 진행되는 수업입니다.,https://www.uos.ac.kr/korNotice/view.do?list_id=FA2&seq=9061&identified=anonymous&
a5b6c7d8-e9f0-4a1b-2c3d-4e5f6a7b8c9d,나 1학년 때 수학1을 못들은 공대생인데 25년도 1학기에 수학1을 수강하고 싶은데 언제 제한 풀려?,"수학1은 먼저 1학년 수강신청이 끝난 뒤 남은 여석 범위 안에서만 추가로 신청할 수 있어요. 1학년 수강신청 종료 시점인 2.25. 17시 이후에 잔여 여석을 확인한 다음, 그 인원 안에서 수강신청이 가능합니다.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA2&seq=9109&identified=anonymous&
b6c7d8e9-f0a1-4b2c-3d4e-5f6a7b8c9d0e,2025학년도 1학기와 2학기 경영학부 전공 관련 증원 공지를 비교하면 어떤 패턴이 보이는가?,"2025학년도 1·2학기 경영학부 전공 증원 공지를 보면, 두 학기 모두 정원을 크게 늘리기보다는 소폭만 증원하는 편이에요. 또 정해진 날짜와 시간에 일괄 증원한 뒤에는 추가 증원은 거의 없거나 1~2명 수준으로만 이뤄지는 공통된 패턴이 나타납니다.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA2&seq=9119&identified=anonymous&
c7d8e9f0-a1b2-4c3d-4e5f-6a7b8c9d0e1f,25년도 여름계절학기에 학점 교류 가능한 대학교로 어느곳이 있어?,"2025년도 여름계절학기에는 포항공과대학교, 한양대학교, 연세대학교, 성균관대학교, 고려대학교(서울·국제하계대학) 등 여러 대학과 학점교류가 가능해요. 이 밖에도 국공립·사립대가 다수 포함되어 있으니, 정확한 참여 대학 목록은 공지에서 전체 리스트를 확인해 주세요.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA2&seq=9172&identified=anonymous&
d8e9f0a1-b2c3-4d4e-5f6a-7b8c9d0e1f2a,휴학 신청 할 때 주의사항 알려줘,"2025년 1학기 휴학 신청은 2025.02.24.(월) 09:00부터 02.27.(목) 17:00까지 받을 예정이에요. 입영·질병·임신·출산·육아·창업휴학 등 유형에 따라 내야 하는 서류가 다르고, 입영휴학 후 가사휴학으로 전환하려면 전역증을 함께 제출해야 합니다. 또 학부 신입생·편입생은 입학 후 2개 학기 동안은 원칙적으로 휴학이 제한된다는 점도 꼭 유의해야 합니다.",https://www.uos.ac.kr/korNotice/view.do?list_id=FA2&seq=8999&identified=anonymous&
